SH, 22, 2000033100,   , BEST,   0, 142S, 1554E,  20,    0,   
SH, 22, 2000033106,   , BEST,   0, 146S, 1550E,  20,    0,   
SH, 22, 2000033112,   , BEST,   0, 150S, 1544E,  25,    0,   
SH, 22, 2000033118,   , BEST,   0, 153S, 1537E,  25,    0,   
SH, 22, 2000040100,   , BEST,   0, 156S, 1531E,  35,    0,   
SH, 22, 2000040106,   , BEST,   0, 160S, 1525E,  35,    0,   
SH, 22, 2000040112,   , BEST,   0, 165S, 1518E,  40,    0,   
SH, 22, 2000040118,   , BEST,   0, 172S, 1509E,  45,    0,   
SH, 22, 2000040200,   , BEST,   0, 178S, 1500E,  45,    0,   
SH, 22, 2000040206,   , BEST,   0, 183S, 1490E,  45,    0,   
SH, 22, 2000040212,   , BEST,   0, 188S, 1478E,  50,    0,   
SH, 22, 2000040218,   , BEST,   0, 188S, 1466E,  50,    0,   
SH, 22, 2000040300,   , BEST,   0, 189S, 1460E,  30,    0,   
SH, 22, 2000040306,   , BEST,   0, 190S, 1456E,  25,    0,   
