SH, 02, 1999121006,   , BEST,   0, 133S, 1194E,  25,    0,   
SH, 02, 1999121012,   , BEST,   0, 129S, 1194E,  25,    0,   
SH, 02, 1999121018,   , BEST,   0, 126S, 1197E,  25,    0,   
SH, 02, 1999121100,   , BEST,   0, 126S, 1201E,  25,    0,   
SH, 02, 1999121106,   , BEST,   0, 129S, 1202E,  25,    0,   
SH, 02, 1999121112,   , BEST,   0, 131S, 1200E,  25,    0,   
SH, 02, 1999121118,   , BEST,   0, 136S, 1196E,  35,    0,   
SH, 02, 1999121200,   , BEST,   0, 140S, 1193E,  45,    0,   
SH, 02, 1999121206,   , BEST,   0, 145S, 1192E,  50,    0,   
SH, 02, 1999121212,   , BEST,   0, 149S, 1192E,  65,    0,   
SH, 02, 1999121218,   , BEST,   0, 155S, 1191E,  65,    0,   
SH, 02, 1999121300,   , BEST,   0, 162S, 1189E,  70,    0,   
SH, 02, 1999121306,   , BEST,   0, 167S, 1184E,  80,    0,   
SH, 02, 1999121312,   , BEST,   0, 172S, 1182E,  90,    0,   
SH, 02, 1999121318,   , BEST,   0, 177S, 1180E, 110,    0,   
SH, 02, 1999121400,   , BEST,   0, 182S, 1177E, 115,    0,   
SH, 02, 1999121406,   , BEST,   0, 188S, 1175E, 120,    0,   
SH, 02, 1999121412,   , BEST,   0, 196S, 1173E, 130,    0,   
SH, 02, 1999121418,   , BEST,   0, 202S, 1173E, 130,    0,   
SH, 02, 1999121500,   , BEST,   0, 209S, 1176E, 130,    0,   
SH, 02, 1999121506,   , BEST,   0, 216S, 1180E, 115,    0,   
SH, 02, 1999121512,   , BEST,   0, 222S, 1187E,  80,    0,   
SH, 02, 1999121518,   , BEST,   0, 230S, 1196E,  30,    0,   
