SH, 19, 2002031318,   , BEST,   0, 161S, 1608E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 
SH, 19, 2002031400,   , BEST,   0, 169S, 1616E,  25, 1002, TD,  35, NEQ,    0,    0,    0,    0, 1008,  125,  15,   0,   0, 
SH, 19, 2002031406,   , BEST,   0, 177S, 1627E,  25, 1002, TD,  35, NEQ,    0,    0,    0,    0, 1007,  125,  45,   0,   0, 
SH, 19, 2002031412,   , BEST,   0, 186S, 1639E,  25, 1002, TD,  35, NEQ,    0,    0,    0,    0, 1007,  125,  45,   0,   0, 
SH, 19, 2002031418,   , BEST,   0, 199S, 1654E,  35,  997, TS,  35, NEQ,    0,    0,    0,    0, 1007,  125,  35,   0,   0, 
SH, 19, 2002031500,   , BEST,   0, 209S, 1672E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 
SH, 19, 2002031506,   , BEST,   0, 215S, 1692E,  35,  997, TS,  35, NEQ,    0,    0,    0,    0, 1007,  125,  35,   0,   0, 
SH, 19, 2002031512,   , BEST,   0, 219S, 1712E,  35,  997, TS,  35, NEQ,    0,    0,    0,    0, 1007,  125,  35,   0,   0, 
SH, 19, 2002031518,   , BEST,   0, 223S, 1731E,  35,  997, TS,  35, NEQ,    0,    0,    0,    0, 1006,  115,  35,   0,   0, 
SH, 19, 2002031600,   , BEST,   0, 227S, 1751E,  30, 1000, TD,  35, NEQ,    0,    0,    0,    0, 1006,  115,  45,   0,   0, 
SH, 19, 2002031606,   , BEST,   0, 232S, 1771E,  30, 1000, TD,  35, NEQ,    0,    0,    0,    0, 1006,  115,  45,   0,   0, 
