SH, 25, 2002052306,   , BEST,   0,  66S, 1573E,  25, 1002, TD,  35, NEQ,    0,    0,    0,    0, 1010,  110,  50,   0,   0, 
SH, 25, 2002052312,   , BEST,   0,  70S, 1569E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 
SH, 25, 2002052318,   , BEST,   0,  73S, 1563E,  25, 1002, TD,  35, NEQ,    0,    0,    0,    0, 1009,  110,  50,   0,   0, 
SH, 25, 2002052400,   , BEST,   0,  74S, 1555E,  25, 1002, TD,  35, NEQ,    0,    0,    0,    0, 1009,  130,  50,   0,   0, 
SH, 25, 2002052406,   , BEST,   0,  74S, 1549E,  25, 1002, TD,  35, NEQ,    0,    0,    0,    0, 1009,  130,  50,   0,   0, 
SH, 25, 2002052412,   , BEST,   0,  74S, 1546E,  25, 1002, TD,  35, NEQ,    0,    0,    0,    0, 1009,  130,  50,   0,   0, 
SH, 25, 2002052418,   , BEST,   0,  75S, 1543E,  25, 1002, TD,  35, NEQ,    0,    0,    0,    0, 1009,  130,  50,   0,   0, 
SH, 25, 2002052500,   , BEST,   0,  77S, 1540E,  25, 1002, TD,  35, NEQ,    0,    0,    0,    0, 1011,  120,  75,   0,   0, 
SH, 25, 2002052506,   , BEST,   0,  79S, 1537E,  35,  997, TS,  35, NEQ,    0,    0,    0,    0, 1008,  120,  30,   0,   0, 
SH, 25, 2002052512,   , BEST,   0,  81S, 1536E,  35,  997, TS,  35, NEQ,    0,    0,    0,    0, 1008,  120,  30,   0,   0, 
SH, 25, 2002052518,   , BEST,   0,  83S, 1536E,  35,  997, TS,  35, NEQ,    0,    0,    0,    0, 1009,  120,  40,   0,   0, 
SH, 25, 2002052600,   , BEST,   0,  86S, 1537E,  35,  997, TS,  35, NEQ,    0,    0,    0,    0, 1009,  120,  40,   0,   0, 
SH, 25, 2002052606,   , BEST,   0,  88S, 1538E,  35,  997, TS,  35, NEQ,    0,    0,    0,    0, 1009,  120,  40,   0,   0, 
SH, 25, 2002052612,   , BEST,   0,  89S, 1538E,  35,  997, TS,  35, NEQ,    0,    0,    0,    0, 1009,  120,  40,   0,   0, 
SH, 25, 2002052618,   , BEST,   0,  90S, 1539E,  35,  997, TS,  35, NEQ,   35,   65,   70,   30, 1009,  140,  50,   0,   0, 
SH, 25, 2002052700,   , BEST,   0,  90S, 1539E,  35,  997, TS,  35, NEQ,   20,   55,   60,   20, 1009,  110,  45,   0,   0, 
SH, 25, 2002052706,   , BEST,   0,  91S, 1539E,  35,  997, TS,  35, NEQ,    0,    0,    0,    0, 1010,  120,  45,   0,   0, 
SH, 25, 2002052712,   , BEST,   0,  92S, 1540E,  35,  997, TS,  35, NEQ,    0,    0,    0,    0, 1010,  120,  45,   0,   0, 
SH, 25, 2002052718,   , BEST,   0,  93S, 1541E,  35,  997, TS,  35, NEQ,    0,    0,    0,    0, 1010,  120,  45,   0,   0, 
SH, 25, 2002052800,   , BEST,   0,  94S, 1541E,  30, 1000, TD,  35, NEQ,    0,    0,    0,    0, 1010,  120,  45,   0,   0, 
SH, 25, 2002052806,   , BEST,   0,  98S, 1543E,  30, 1000, TD,  35, NEQ,    0,    0,    0,    0, 1010,  120,  45,   0,   0, 
