SH, 25, 2003030818,   , BEST,   0, 140S, 1716E,  15, 1006, TD,   0,    ,    0,    0,    0,    0, 
SH, 25, 2003030900,   , BEST,   0, 139S, 1719E,  15, 1006, TD,   0,    ,    0,    0,    0,    0, 
SH, 25, 2003030906,   , BEST,   0, 141S, 1721E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 
SH, 25, 2003030912,   , BEST,   0, 143S, 1723E,  25, 1002, TD,  34, NEQ,    0,    0,    0,    0, 1005,  120,  50,   0,   0, 
SH, 25, 2003030918,   , BEST,   0, 146S, 1725E,  25, 1002, TD,  34, NEQ,    0,    0,    0,    0, 1003,  120,  50,   0,   0, 
SH, 25, 2003031000,   , BEST,   0, 151S, 1726E,  25, 1002, TD,  34, NEQ,    0,    0,    0,    0, 1004,  120,  50,   0,   0, 
SH, 25, 2003031006,   , BEST,   0, 156S, 1725E,  25, 1002, TD,  34, NEQ,    0,    0,    0,    0, 1004,  120,  50,   0,   0, 
SH, 25, 2003031012,   , BEST,   0, 162S, 1724E,  35,  997, TS,  34, NEQ,    0,    0,    0,    0, 1004,  120,  50,   0,   0, 
SH, 25, 2003031018,   , BEST,   0, 171S, 1721E,  40,  994, TS,  34, NEQ,    0,    0,    0,    0, 1004,  120,  50,   0,   0, 
SH, 25, 2003031100,   , BEST,   0, 180S, 1722E,  45,  991, TS,  34, NEQ,   80,   65,   65,   65, 1003,  120,  30,   0,   0, 
SH, 25, 2003031106,   , BEST,   0, 189S, 1725E,  55,  984, TS,  34, NEQ,   80,   65,   65,   65, 1003,  120,  30,   0,   0, 
SH, 25, 2003031112,   , BEST,   0, 196S, 1732E,  55,  984, TS,  34, NEQ,  100,   80,   80,  100, 1003,  120,  30,   0,   0, 
SH, 25, 2003031118,   , BEST,   0, 204S, 1741E,  60,  980, TS,  34, NEQ,  100,   80,   80,  100, 1003,  120,  35,   0,   0, 
SH, 25, 2003031200,   , BEST,   0, 214S, 1750E,  65,  976, TY,  34, NEQ,  120,  120,   60,   60, 1003,  120,  20,   0,   0, 
SH, 25, 2003031206,   , BEST,   0, 216S, 1765E,  65,  976, TY,  34, NEQ,  120,  120,   60,   60, 1003,  120,  20,   0,   0, 
SH, 25, 2003031212,   , BEST,   0, 218S, 1781E,  70,  984, TY,  34, NEQ,   90,   90,   60,   60, 1003,  120,  20,   0,   0, 
SH, 25, 2003031218,   , BEST,   0, 219S, 1799E,  90,  954, TY,  34, NEQ,   90,   90,   60,   60, 1003,  120,  20,   0,   0, 
SH, 25, 2003031300,   , BEST,   0, 219S, 1778W, 100,  962, HU,  34, NEQ,   90,   90,   60,   60, 1002,  120,  20,   0,   0, 
SH, 25, 2003031306,   , BEST,   0, 223S, 1752W, 100,  962, HU,  34, NEQ,   90,   60,   60,   90, 1002,  120,  20,   0,   0, 
SH, 25, 2003031312,   , BEST,   0, 229S, 1725W, 110,  952, HU,  34, NEQ,   90,   60,   60,   90, 1002,  120,  20,   0,   0, 
SH, 25, 2003031318,   , BEST,   0, 233S, 1695W,  80,  976, HU,  34, NEQ,   90,   60,   60,   90, 1001,  110,  20,   0,   0, 
SH, 25, 2003031400,   , BEST,   0, 253S, 1656W,  65,  987, HU,  34, NEQ,   75,  100,   75,  100, 1000,  110,  15,   0,   0, 
SH, 25, 2003031406,   , BEST,   0, 275S, 1611W,  55,  994, TS,   0,    ,    0,    0,    0,    0, 
SH, 25, 2003031412,   , BEST,   0, 305S, 1569W,  45, 1000, TS,   0,    ,    0,    0,    0,    0, 
