IO, 01, 1972040706,   , BEST,   0,  91N,  908E,   0
IO, 01, 1972040712,   , BEST,   0,  94N,  906E,   0
IO, 01, 1972040718,   , BEST,   0,  96N,  904E,   0
IO, 01, 1972040800,   , BEST,   0,  99N,  900E,   0
IO, 01, 1972040806,   , BEST,   0, 104N,  899E,   0
IO, 01, 1972040812,   , BEST,   0, 113N,  900E,   0
IO, 01, 1972040818,   , BEST,   0, 121N,  902E,   0
IO, 01, 1972040900,   , BEST,   0, 128N,  904E,  60,    0, XX
IO, 01, 1972040906,   , BEST,   0, 134N,  906E,  75,    0, XX
IO, 01, 1972040912,   , BEST,   0, 140N,  907E,  85,    0, XX
IO, 01, 1972040918,   , BEST,   0, 145N,  908E,  65,    0, XX
IO, 01, 1972041000,   , BEST,   0, 150N,  909E,  60,    0, XX
IO, 01, 1972041006,   , BEST,   0, 155N,  909E,  55,    0, XX
IO, 01, 1972041012,   , BEST,   0, 160N,  909E,  55,    0, XX
IO, 01, 1972041018,   , BEST,   0, 165N,  910E,  55,    0, XX
IO, 01, 1972041100,   , BEST,   0, 169N,  917E,  50,    0, XX
