SH, 14, 1973011906,   , BEST,   0, 161S,  438E,-999
SH, 14, 1973011912,   , BEST,   0, 160S,  435E,-999
SH, 14, 1973011918,   , BEST,   0, 160S,  432E,-999
SH, 14, 1973012000,   , BEST,   0, 163S,  431E,-999
SH, 14, 1973012006,   , BEST,   0, 166S,  430E,-999
SH, 14, 1973012012,   , BEST,   0, 166S,  427E,-999
SH, 14, 1973012018,   , BEST,   0, 166S,  423E,-999
SH, 14, 1973012100,   , BEST,   0, 166S,  420E,-999
SH, 14, 1973012106,   , BEST,   0, 167S,  417E,-999
