SH, 32, 1999040312,   , BEST,   0, 116S, 1263E,  15,    0,   
SH, 32, 1999040318,   , BEST,   0, 116S, 1256E,  15,    0,   
SH, 32, 1999040400,   , BEST,   0, 116S, 1247E,  15,    0,   
SH, 32, 1999040406,   , BEST,   0, 116S, 1236E,  25,    0,   
SH, 32, 1999040412,   , BEST,   0, 118S, 1227E,  25,    0,   
SH, 32, 1999040418,   , BEST,   0, 120S, 1216E,  25,    0,   
SH, 32, 1999040500,   , BEST,   0, 122S, 1206E,  30,    0,   
SH, 32, 1999040506,   , BEST,   0, 126S, 1195E,  30,    0,   
SH, 32, 1999040512,   , BEST,   0, 132S, 1186E,  45,    0,   
SH, 32, 1999040518,   , BEST,   0, 139S, 1179E,  55,    0,   
SH, 32, 1999040600,   , BEST,   0, 148S, 1171E,  75,    0,   
SH, 32, 1999040606,   , BEST,   0, 155S, 1168E,  95,    0,   
SH, 32, 1999040612,   , BEST,   0, 162S, 1166E, 115,    0,   
SH, 32, 1999040618,   , BEST,   0, 168S, 1166E, 125,    0,   
SH, 32, 1999040700,   , BEST,   0, 174S, 1168E, 130,    0,   
SH, 32, 1999040706,   , BEST,   0, 188S, 1174E, 115,    0,   
SH, 32, 1999040712,   , BEST,   0, 198S, 1184E, 100,    0,   
SH, 32, 1999040718,   , BEST,   0, 208S, 1195E,  60,    0,   
SH, 32, 1999040800,   , BEST,   0, 219S, 1207E,  45,    0,   
SH, 32, 1999040806,   , BEST,   0, 225S, 1212E,  35,    0,   
SH, 32, 1999040812,   , BEST,   0, 231S, 1217E,  25,    0,   
