SH, 18, 1999020200,   , BEST,   0, 136S, 1175E,  25,    0,   
SH, 18, 1999020206,   , BEST,   0, 140S, 1179E,  25,    0,   
SH, 18, 1999020212,   , BEST,   0, 144S, 1184E,  25,    0,   
SH, 18, 1999020218,   , BEST,   0, 147S, 1187E,  25,    0,   
SH, 18, 1999020300,   , BEST,   0, 150S, 1190E,  25,    0,   
SH, 18, 1999020306,   , BEST,   0, 154S, 1191E,  25,    0,   
SH, 18, 1999020312,   , BEST,   0, 157S, 1191E,  25,    0,   
SH, 18, 1999020318,   , BEST,   0, 162S, 1190E,  25,    0,   
SH, 18, 1999020400,   , BEST,   0, 169S, 1185E,  25,    0,   
SH, 18, 1999020406,   , BEST,   0, 173S, 1177E,  25,    0,   
SH, 18, 1999020412,   , BEST,   0, 177S, 1169E,  25,    0,   
SH, 18, 1999020418,   , BEST,   0, 182S, 1161E,  35,    0,   
SH, 18, 1999020500,   , BEST,   0, 187S, 1152E,  35,    0,   
SH, 18, 1999020506,   , BEST,   0, 189S, 1139E,  35,    0,   
SH, 18, 1999020512,   , BEST,   0, 189S, 1131E,  35,    0,   
SH, 18, 1999020518,   , BEST,   0, 189S, 1124E,  35,    0,   
SH, 18, 1999020600,   , BEST,   0, 188S, 1112E,  40,    0,   
SH, 18, 1999020606,   , BEST,   0, 184S, 1103E,  40,    0,   
SH, 18, 1999020612,   , BEST,   0, 183S, 1097E,  40,    0,   
SH, 18, 1999020618,   , BEST,   0, 185S, 1092E,  40,    0,   
SH, 18, 1999020700,   , BEST,   0, 186S, 1090E,  35,    0,   
SH, 18, 1999020706,   , BEST,   0, 186S, 1088E,  35,    0,   
SH, 18, 1999020712,   , BEST,   0, 187S, 1086E,  35,    0,   
SH, 18, 1999020718,   , BEST,   0, 189S, 1083E,  35,    0,   
SH, 18, 1999020800,   , BEST,   0, 191S, 1079E,  35,    0,   
SH, 18, 1999020806,   , BEST,   0, 190S, 1077E,  35,    0,   
SH, 18, 1999020812,   , BEST,   0, 188S, 1076E,  35,    0,   
SH, 18, 1999020818,   , BEST,   0, 186S, 1077E,  35,    0,   
SH, 18, 1999020900,   , BEST,   0, 186S, 1084E,  30,    0,   
SH, 18, 1999020906,   , BEST,   0, 185S, 1089E,  30,    0,   
SH, 18, 1999020912,   , BEST,   0, 182S, 1095E,  30,    0,   
SH, 18, 1999020918,   , BEST,   0, 178S, 1098E,  25,    0,   
SH, 18, 1999021000,   , BEST,   0, 172S, 1106E,  25,    0,   
SH, 18, 1999021006,   , BEST,   0, 168S, 1113E,  25,    0,   
SH, 18, 1999021012,   , BEST,   0, 164S, 1119E,  25,    0,   
SH, 18, 1999021018,   , BEST,   0, 160S, 1127E,  25,    0,   
SH, 18, 1999021100,   , BEST,   0, 156S, 1137E,  25,    0,   
SH, 18, 1999021106,   , BEST,   0, 157S, 1148E,  25,    0,   
SH, 18, 1999021112,   , BEST,   0, 164S, 1158E,  25,    0,   
