SH, 19, 1999020818,   , BEST,   0, 131S, 1601E,  25,    0,   
SH, 19, 1999020900,   , BEST,   0, 131S, 1603E,  25,    0,   
SH, 19, 1999020906,   , BEST,   0, 130S, 1604E,  25,    0,   
SH, 19, 1999020912,   , BEST,   0, 128S, 1604E,  20,    0,   
SH, 19, 1999020918,   , BEST,   0, 122S, 1606E,  25,    0,   
SH, 19, 1999021000,   , BEST,   0, 117S, 1608E,  35,    0,   
SH, 19, 1999021006,   , BEST,   0, 113S, 1610E,  35,    0,   
SH, 19, 1999021012,   , BEST,   0, 111S, 1615E,  35,    0,   
SH, 19, 1999021018,   , BEST,   0, 110S, 1624E,  35,    0,   
SH, 19, 1999021100,   , BEST,   0, 113S, 1632E,  35,    0,   
SH, 19, 1999021106,   , BEST,   0, 121S, 1641E,  40,    0,   
SH, 19, 1999021112,   , BEST,   0, 135S, 1646E,  45,    0,   
SH, 19, 1999021118,   , BEST,   0, 152S, 1651E,  40,    0,   
SH, 19, 1999021200,   , BEST,   0, 170S, 1655E,  40,    0,   
SH, 19, 1999021206,   , BEST,   0, 190S, 1660E,  40,    0,   
SH, 19, 1999021212,   , BEST,   0, 206S, 1666E,  45,    0,   
SH, 19, 1999021218,   , BEST,   0, 219S, 1676E,  45,    0,   
SH, 19, 1999021300,   , BEST,   0, 232S, 1687E,  40,    0,   
SH, 19, 1999021306,   , BEST,   0, 243S, 1695E,  40,    0,   
SH, 19, 1999021312,   , BEST,   0, 250S, 1700E,  35,    0,   
SH, 19, 1999021318,   , BEST,   0, 256S, 1701E,  30,    0,   
SH, 19, 1999021400,   , BEST,   0, 261S, 1702E,  30,    0,   
SH, 19, 1999021406,   , BEST,   0, 266S, 1703E,  25,    0,   
SH, 19, 1999021412,   , BEST,   0, 272S, 1704E,  20,    0,   
