SH, 16, 1999012400,   , BEST,   0, 113S, 1381E,  20,    0,   
SH, 16, 1999012406,   , BEST,   0, 117S, 1383E,  25,    0,   
SH, 16, 1999012412,   , BEST,   0, 120S, 1386E,  25,    0,   
SH, 16, 1999012418,   , BEST,   0, 123S, 1387E,  25,    0,   
SH, 16, 1999012500,   , BEST,   0, 126S, 1387E,  30,    0,   
SH, 16, 1999012506,   , BEST,   0, 129S, 1387E,  30,    0,   
SH, 16, 1999012512,   , BEST,   0, 132S, 1387E,  35,    0,   
SH, 16, 1999012518,   , BEST,   0, 134S, 1386E,  35,    0,   
SH, 16, 1999012600,   , BEST,   0, 137S, 1385E,  35,    0,   
SH, 16, 1999012606,   , BEST,   0, 140S, 1384E,  35,    0,   
SH, 16, 1999012612,   , BEST,   0, 143S, 1383E,  35,    0,   
SH, 16, 1999012618,   , BEST,   0, 146S, 1383E,  30,    0,   
SH, 16, 1999012700,   , BEST,   0, 150S, 1383E,  25,    0,   
