SH, 09, 1998122200,   , BEST,   0, 137S, 1750W,  25,    0,   
SH, 09, 1998122206,   , BEST,   0, 138S, 1757W,  25,    0,   
SH, 09, 1998122212,   , BEST,   0, 139S, 1763W,  25,    0,   
SH, 09, 1998122218,   , BEST,   0, 139S, 1770W,  25,    0,   
SH, 09, 1998122300,   , BEST,   0, 140S, 1775W,  25,    0,   
SH, 09, 1998122306,   , BEST,   0, 141S, 1780W,  30,    0,   
SH, 09, 1998122312,   , BEST,   0, 142S, 1784W,  35,    0,   
SH, 09, 1998122318,   , BEST,   0, 145S, 1786W,  40,    0,   
SH, 09, 1998122400,   , BEST,   0, 150S, 1785W,  45,    0,   
SH, 09, 1998122406,   , BEST,   0, 155S, 1782W,  60,    0,   
SH, 09, 1998122412,   , BEST,   0, 162S, 1779W,  65,    0,   
SH, 09, 1998122418,   , BEST,   0, 169S, 1775W,  75,    0,   
SH, 09, 1998122500,   , BEST,   0, 176S, 1772W,  75,    0,   
SH, 09, 1998122506,   , BEST,   0, 183S, 1767W,  75,    0,   
SH, 09, 1998122512,   , BEST,   0, 191S, 1762W,  75,    0,   
SH, 09, 1998122518,   , BEST,   0, 199S, 1756W,  90,    0,   
SH, 09, 1998122600,   , BEST,   0, 207S, 1749W,  90,    0,   
SH, 09, 1998122606,   , BEST,   0, 214S, 1739W,  90,    0,   
SH, 09, 1998122612,   , BEST,   0, 222S, 1724W,  90,    0,   
SH, 09, 1998122618,   , BEST,   0, 231S, 1707W,  85,    0,   
SH, 09, 1998122700,   , BEST,   0, 240S, 1687W,  85,    0,   
SH, 09, 1998122706,   , BEST,   0, 245S, 1663W,  85,    0,   
SH, 09, 1998122712,   , BEST,   0, 254S, 1634W,  85,    0,   
SH, 09, 1998122718,   , BEST,   0, 261S, 1611W,  75,    0,   
SH, 09, 1998122800,   , BEST,   0, 270S, 1585W,  45,    0,   
SH, 09, 1998122806,   , BEST,   0, 285S, 1561W,  35,    0,   
SH, 09, 1998122812,   , BEST,   0, 300S, 1536W,  25,    0,   
SH, 09, 1998122818,   , BEST,   0, 323S, 1510W,  25,    0,   
