SH, 24, 2008032000,   , BEST,   0, 174S, 1634E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  320,  70,   0,   0,   P,   0,    ,   0,   0,     INVEST, S, 
SH, 24, 2008032006,   , BEST,   0, 180S, 1635E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1007,  320,  50,   0,   0,   P,   0,    ,   0,   0,     INVEST, S, 
SH, 24, 2008032012,   , BEST,   0, 187S, 1636E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1007,  300,  45,   0,   0,   P,   0,    ,   0,   0,     INVEST, S, 
SH, 24, 2008032018,   , BEST,   0, 194S, 1638E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 1007,  150,  60,   0,   0,   P,   0,    ,   0,   0,     INVEST, S, 
SH, 24, 2008032100,   , BEST,   0, 201S, 1639E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 1007,  150,  60,   0,   0,   P,   0,    ,   0,   0,     NONAME, S, 
SH, 24, 2008032106,   , BEST,   0, 207S, 1639E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 1007,  170,  45,   0,   0,   P,   0,    ,   0,   0,     NONAME, S, 
SH, 24, 2008032112,   , BEST,   0, 212S, 1638E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 1007,  170,  45,   0,   0,   P,   0,    ,   0,   0,     NONAME, S, 
SH, 24, 2008032118,   , BEST,   0, 217S, 1636E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1007,  130,  55,   0,   0,   P,   0,    ,   0,   0,     NONAME, S, 
SH, 24, 2008032200,   , BEST,   0, 220S, 1632E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1007,  130,  55,   0,   0,   P,   0,    ,   0,   0,     NONAME, S, 
SH, 24, 2008032206,   , BEST,   0, 220S, 1627E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 
SH, 24, 2008032212,   , BEST,   0, 218S, 1623E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 
SH, 24, 2008032218,   , BEST,   0, 214S, 1620E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 
SH, 24, 2008032300,   , BEST,   0, 212S, 1616E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 
SH, 24, 2008032306,   , BEST,   0, 207S, 1611E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 
SH, 24, 2008032312,   , BEST,   0, 200S, 1605E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 
SH, 24, 2008032318,   , BEST,   0, 196S, 1598E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 
SH, 24, 2008032400,   , BEST,   0, 193S, 1591E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 
SH, 24, 2008032406,   , BEST,   0, 191S, 1586E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 
SH, 24, 2008032412,   , BEST,   0, 190S, 1581E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 
SH, 24, 2008032418,   , BEST,   0, 190S, 1576E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 
SH, 24, 2008032500,   , BEST,   0, 191S, 1575E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 
SH, 24, 2008032506,   , BEST,   0, 193S, 1575E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 
SH, 24, 2008032512,   , BEST,   0, 188S, 1580E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 
SH, 24, 2008032518,   , BEST,   0, 184S, 1584E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 
SH, 24, 2008032600,   , BEST,   0, 181S, 1586E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 
