SH, 07, 1997120200,   , BEST,   0,  91S, 1649W,  20,    0,   
SH, 07, 1997120206,   , BEST,   0,  93S, 1654W,  25,    0,   
SH, 07, 1997120212,   , BEST,   0,  92S, 1659W,  25,    0,   
SH, 07, 1997120218,   , BEST,   0,  90S, 1662W,  25,    0,   
SH, 07, 1997120300,   , BEST,   0,  89S, 1664W,  25,    0,   
SH, 07, 1997120306,   , BEST,   0,  88S, 1667W,  25,    0,   
SH, 07, 1997120312,   , BEST,   0,  87S, 1669W,  25,    0,   
SH, 07, 1997120318,   , BEST,   0,  86S, 1671W,  25,    0,   
SH, 07, 1997120400,   , BEST,   0,  85S, 1674W,  25,    0,   
SH, 07, 1997120406,   , BEST,   0,  86S, 1677W,  25,    0,   
SH, 07, 1997120412,   , BEST,   0,  91S, 1677W,  25,    0,   
SH, 07, 1997120418,   , BEST,   0,  93S, 1674W,  25,    0,   
SH, 07, 1997120500,   , BEST,   0,  95S, 1669W,  20,    0,   
SH, 07, 1997120506,   , BEST,   0,  96S, 1664W,  25,    0,   
SH, 07, 1997120512,   , BEST,   0,  99S, 1654W,  30,    0,   
SH, 07, 1997120518,   , BEST,   0, 104S, 1643W,  35,    0,   
SH, 07, 1997120600,   , BEST,   0, 110S, 1635W,  40,    0,   
SH, 07, 1997120606,   , BEST,   0, 116S, 1633W,  50,    0,   
SH, 07, 1997120612,   , BEST,   0, 122S, 1632W,  65,    0,   
SH, 07, 1997120618,   , BEST,   0, 129S, 1631W,  65,    0,   
SH, 07, 1997120700,   , BEST,   0, 138S, 1628W,  65,    0,   
SH, 07, 1997120706,   , BEST,   0, 147S, 1626W,  65,    0,   
SH, 07, 1997120712,   , BEST,   0, 157S, 1623W,  65,    0,   
SH, 07, 1997120718,   , BEST,   0, 167S, 1620W,  65,    0,   
SH, 07, 1997120800,   , BEST,   0, 176S, 1616W,  55,    0,   
SH, 07, 1997120806,   , BEST,   0, 186S, 1612W,  55,    0,   
SH, 07, 1997120812,   , BEST,   0, 195S, 1607W,  60,    0,   
SH, 07, 1997120818,   , BEST,   0, 202S, 1602W,  60,    0,   
SH, 07, 1997120900,   , BEST,   0, 207S, 1596W,  60,    0,   
SH, 07, 1997120906,   , BEST,   0, 214S, 1589W,  60,    0,   
SH, 07, 1997120912,   , BEST,   0, 221S, 1581W,  55,    0,   
SH, 07, 1997120918,   , BEST,   0, 229S, 1571W,  50,    0,   
SH, 07, 1997121000,   , BEST,   0, 238S, 1558W,  30,    0,   
