SH, 12, 1998012206,   , BEST,   0, 219S, 1554E,  40,    0,   
SH, 12, 1998012212,   , BEST,   0, 216S, 1556E,  40,    0,   
SH, 12, 1998012218,   , BEST,   0, 210S, 1558E,  40,    0,   
SH, 12, 1998012300,   , BEST,   0, 203S, 1558E,  40,    0,   
SH, 12, 1998012306,   , BEST,   0, 195S, 1556E,  40,    0,   
SH, 12, 1998012312,   , BEST,   0, 187S, 1552E,  35,    0,   
SH, 12, 1998012318,   , BEST,   0, 183S, 1545E,  35,    0,   
SH, 12, 1998012400,   , BEST,   0, 182S, 1537E,  35,    0,   
SH, 12, 1998012406,   , BEST,   0, 182S, 1531E,  30,    0,   
SH, 12, 1998012412,   , BEST,   0, 182S, 1526E,  30,    0,   
SH, 12, 1998012418,   , BEST,   0, 182S, 1523E,  30,    0,   
SH, 12, 1998012500,   , BEST,   0, 182S, 1521E,  25,    0,   
SH, 12, 1998012506,   , BEST,   0, 183S, 1518E,  25,    0,   
SH, 12, 1998012512,   , BEST,   0, 184S, 1516E,  25,    0,   
SH, 12, 1998012518,   , BEST,   0, 184S, 1515E,  25,    0,   
SH, 12, 1998012600,   , BEST,   0, 184S, 1514E,  25,    0,   
SH, 12, 1998012606,   , BEST,   0, 184S, 1512E,  25,    0,   
SH, 12, 1998012612,   , BEST,   0, 184S, 1510E,  25,    0,   
SH, 12, 1998012618,   , BEST,   0, 184S, 1509E,  25,    0,   
SH, 12, 1998012700,   , BEST,   0, 185S, 1507E,  25,    0,   
SH, 12, 1998012706,   , BEST,   0, 186S, 1504E,  25,    0,   
SH, 12, 1998012712,   , BEST,   0, 187S, 1501E,  25,    0,   
SH, 12, 1998012718,   , BEST,   0, 188S, 1499E,  25,    0,   
SH, 12, 1998012800,   , BEST,   0, 189S, 1496E,  25,    0,   
SH, 12, 1998012806,   , BEST,   0, 189S, 1493E,  25,    0,   
SH, 12, 1998012812,   , BEST,   0, 186S, 1489E,  25,    0,   
SH, 12, 1998012818,   , BEST,   0, 181S, 1484E,  25,    0,   
SH, 12, 1998012900,   , BEST,   0, 176S, 1480E,  25,    0,   
SH, 12, 1998012906,   , BEST,   0, 168S, 1473E,  25,    0,   
SH, 12, 1998012912,   , BEST,   0, 161S, 1472E,  25,    0,   
SH, 12, 1998012918,   , BEST,   0, 153S, 1473E,  25,    0,   
SH, 12, 1998013000,   , BEST,   0, 147S, 1473E,  25,    0,   
SH, 12, 1998013006,   , BEST,   0, 142S, 1471E,  25,    0,   
SH, 12, 1998013012,   , BEST,   0, 139S, 1470E,  25,    0,   
SH, 12, 1998013018,   , BEST,   0, 136S, 1469E,  25,    0,   
SH, 12, 1998013100,   , BEST,   0, 134S, 1467E,  25,    0,   
SH, 12, 1998013106,   , BEST,   0, 131S, 1464E,  25,    0,   
SH, 12, 1998013112,   , BEST,   0, 129S, 1461E,  25,    0,   
SH, 12, 1998013118,   , BEST,   0, 127S, 1458E,  25,    0,   
SH, 12, 1998020100,   , BEST,   0, 125S, 1453E,  20,    0,   
SH, 12, 1998020106,   , BEST,   0, 124S, 1449E,  20,    0,   
SH, 12, 1998020112,   , BEST,   0, 123S, 1445E,  20,    0,   
SH, 12, 1998020118,   , BEST,   0, 122S, 1442E,  20,    0, XX
SH, 12, 1998020200,   , BEST,   0, 122S, 1439E,  20,    0,   
SH, 12, 1998020206,   , BEST,   0, 122S, 1436E,  20,    0,   
