WP, 02, 2000051800,   , BEST,   0, 182N, 1222E,  20,    0, TD
WP, 02, 2000051806,   , BEST,   0, 187N, 1226E,  20,    0, TD
WP, 02, 2000051812,   , BEST,   0, 193N, 1233E,  20,    0, TD
WP, 02, 2000051818,   , BEST,   0, 201N, 1243E,  30,    0, TD
WP, 02, 2000051900,   , BEST,   0, 209N, 1255E,  35,    0, TS
WP, 02, 2000051906,   , BEST,   0, 221N, 1271E,  40,    0, TS
WP, 02, 2000051912,   , BEST,   0, 232N, 1286E,  45,    0, TS
WP, 02, 2000051918,   , BEST,   0, 246N, 1309E,  35,    0, TS
WP, 02, 2000052000,   , BEST,   0, 260N, 1333E,  30,    0, TD
WP, 02, 2000052006,   , BEST,   0, 273N, 1359E,  25,    0, TD
