SH, 08, 2004010106,   , BEST,   0, 164S, 1242E,  15, 1006, TD,   0,    ,    0,    0,    0,    0, 
SH, 08, 2004010112,   , BEST,   0, 164S, 1231E,  20, 1004, TD,   0,    ,    0,    0,    0,    0, 
SH, 08, 2004010118,   , BEST,   0, 165S, 1221E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 1008,  120,  50,   0,   0, 
SH, 08, 2004010200,   , BEST,   0, 165S, 1211E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1008,  120,  50,   0,   0, 
SH, 08, 2004010206,   , BEST,   0, 165S, 1202E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1008,  120,  50,   0,   0, 
SH, 08, 2004010212,   , BEST,   0, 164S, 1194E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1008,  120,  50,   0,   0, 
SH, 08, 2004010218,   , BEST,   0, 164S, 1186E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1006,  120,  50,   0,   0, 
SH, 08, 2004010300,   , BEST,   0, 164S, 1178E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1006,  120,  45,   0,   0, 
SH, 08, 2004010306,   , BEST,   0, 164S, 1172E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1006,  120,  45,   0,   0, 
SH, 08, 2004010312,   , BEST,   0, 167S, 1168E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1006,  120,  45,   0,   0, 
SH, 08, 2004010318,   , BEST,   0, 172S, 1165E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1006,  120,  45,   0,   0, 
SH, 08, 2004010400,   , BEST,   0, 177S, 1162E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1006,  120,  45,   0,   0, 
SH, 08, 2004010406,   , BEST,   0, 179S, 1157E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1006,  120,  45,   0,   0, 
SH, 08, 2004010412,   , BEST,   0, 181S, 1153E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1006,  120,  45,   0,   0, 
SH, 08, 2004010418,   , BEST,   0, 185S, 1151E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1006,  120,  45,   0,   0, 
SH, 08, 2004010500,   , BEST,   0, 190S, 1151E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1006,  120,  45,   0,   0, 
SH, 08, 2004010506,   , BEST,   0, 197S, 1150E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1006,  120,  45,   0,   0, 
SH, 08, 2004010512,   , BEST,   0, 203S, 1147E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1006,  120,  45,   0,   0, 
SH, 08, 2004010518,   , BEST,   0, 209S, 1143E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 1006,  120,  40,   0,   0, 
SH, 08, 2004010600,   , BEST,   0, 212S, 1138E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 1006,  100,  40,   0,   0, 
SH, 08, 2004010606,   , BEST,   0, 212S, 1134E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 
SH, 08, 2004010612,   , BEST,   0, 213S, 1130E,  20, 1004, TD,   0,    ,    0,    0,    0,    0, 
