SH, 11, 2004012800,   , BEST,   0,  60S,  895E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 
SH, 11, 2004012806,   , BEST,   0,  65S,  900E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 
SH, 11, 2004012812,   , BEST,   0,  71S,  906E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 
SH, 11, 2004012818,   , BEST,   0,  77S,  914E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 
SH, 11, 2004012900,   , BEST,   0,  81S,  924E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 
SH, 11, 2004012906,   , BEST,   0,  88S,  930E,  35,  997, TD,  34, NEQ,   80,   50,   80,   80, 
SH, 11, 2004012912,   , BEST,   0,  95S,  936E,  35,  997, TS,  34, NEQ,   80,   50,   80,   80, 
SH, 11, 2004012918,   , BEST,   0, 103S,  941E,  35,  997, TD,  34, NEQ,   80,   50,   80,   80, 
SH, 11, 2004013000,   , BEST,   0, 110S,  946E,  35,  997, TS,  34, NEQ,   80,   50,   80,   80, 
SH, 11, 2004013006,   , BEST,   0, 117S,  952E,  35,  997, TD,  34, NEQ,   80,   50,   80,   80, 
SH, 11, 2004013012,   , BEST,   0, 125S,  960E,  35,  997, TD,  34, NEQ,   80,   50,   80,   80, 
SH, 11, 2004013018,   , BEST,   0, 136S,  962E,  40,  994, TS,  34, NEQ,   80,   50,   80,   80, 
SH, 11, 2004013100,   , BEST,   0, 147S,  962E,  45,  991, TS,  34, NEQ,   80,   50,   80,   80, 
SH, 11, 2004013106,   , BEST,   0, 156S,  960E,  45,  991, TD,  34, NEQ,   70,   70,   50,   50, 
SH, 11, 2004013112,   , BEST,   0, 164S,  961E,  45,  991, TD,  34, NEQ,   70,   70,   50,   50, 
SH, 11, 2004013118,   , BEST,   0, 171S,  958E,  45,  991, TD,  34, NEQ,   70,   70,   50,   50, 
SH, 11, 2004020100,   , BEST,   0, 178S,  956E,  45,  991, TD,  34, NEQ,   70,   70,   50,   50, 
SH, 11, 2004020106,   , BEST,   0, 183S,  954E,  40,  994, TS,  34, NEQ,   70,   70,   50,   50, 
SH, 11, 2004020112,   , BEST,   0, 188S,  953E,  35,  997, TS,  34, NEQ,   70,   70,   50,   50, 
SH, 11, 2004020118,   , BEST,   0, 193S,  951E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 
SH, 11, 2004020200,   , BEST,   0, 198S,  948E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 
SH, 11, 2004020206,   , BEST,   0, 205S,  948E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 
